,Address.AddressLine1,Address.AddressLine2,Address.City,Address.County,Address.FormattedAddress,Address.PostalCode,Address.Subdivision,ID,Name,Store.StoreDistrictID,Store.StoreGroupID,Store.StoreRegionID,Store.AnnualSales,Store.OperatingExpenses,Store.CostOfGoodsSold,AllCapability,Latitude,Longitude
847,2690 US Hwy 22 E,,Union,Union,"2690 US Hwy 22 E, Union, NJ 07083-8512",07083-8512,NJ,1084,Union,419,495,400,7762062,1536502,2000252,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery']",40.69,-74.27
848,621 W Edgar Rd,,Linden,Union,"621 W Edgar Rd, Linden, NJ 07036-3203",07036-3203,NJ,1315,Linden,419,495,400,7565058,1773220,3227072,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical']",40.62,-74.25
849,655 Cheshire Rd,,Lanesborough,Berkshire,"655 Cheshire Rd, Lanesborough, MA 01237-9501",01237-9501,MA,2127,Lanesborough,439,498,400,7597615,2284063,2186302,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",42.56,-73.23
850,45 Central Ave,,Clark,Union,"45 Central Ave, Clark, NJ 07066-1421",07066-1421,NJ,1467,Clark,419,495,400,7745913,1341895,3247435,"['CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",40.62,-74.32
851,2900 Veterans Rd W,,Staten Island,Richmond,"2900 Veterans Rd W, Staten Island, NY 10309-2500",10309-2500,NY,2006,Staten Island,419,495,400,7149389,1846718,3703256,"['Accepts WIC', 'Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks']",40.54,-74.22
852,381 Mount Hope Ave,,Rockaway,Morris,"381 Mount Hope Ave, Rockaway, NJ 07866-1645",07866-1645,NJ,1864,Rockaway,461,493,400,6156309,1506520,2770503,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks']",40.94,-74.5
853,2105 Route 35,,Middletown,Monmouth,"2105 Route 35, Middletown, NJ 07748-1301",07748-1301,NJ,1192,Middletown,450,495,400,7073866,1546736,2086437,"['Accepts WIC', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab']",40.4,-74.11
854,1515 US Highway 22,,Watchung,Somerset,"1515 US Highway 22, Watchung, NJ 07069-6509",07069-6509,NJ,1155,Watchung,419,495,400,8403480,1182790,2261314,"['CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks']",40.64,-74.44
855,100 Parsonage Rd,,Edison,Middlesex,"100 Parsonage Rd, Edison, NJ 08837-2424",08837-2424,NJ,1055,Menlo Park,419,495,400,5152837,1382563,3754521,"['CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Pizza Hut Salads and Snacks', 'Starbucks']",40.52,-74.34
856,1245 Bald Hill Rd,,Warwick,Kent,"1245 Bald Hill Rd, Warwick, RI 02886-4233",02886-4233,RI,1188,Warwick,428,497,400,7636926,1309097,2477241,"['CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk']",41.71,-71.46
857,400 Bald Hill Rd,Ste 200,Warwick,Kent,"400 Bald Hill Rd, Warwick, RI 02886-6101",02886-6101,RI,2430,Warwick North,428,497,400,5232300,1342519,2753513,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",41.71,-71.46
858,371 Putnam Pike Ste A-250,,Smithfield,Providence,"371 Putnam Pike Ste A-250, Smithfield, RI 02917-2440",02917-2440,RI,1404,Smithfield,428,497,400,8000921,2158520,3375875,"['CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",41.9,-71.53
859,70 Worcester Providence Tpke #100,,Millbury,Worcester,"70 Worcester Providence Tpke #100, Millbury, MA 01527-2652",01527-2652,MA,1835,Millbury,468,497,400,6932020,2084723,2166907,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk']",42.19,-71.78
860,5000 Hadley Center Dr,,South Plainfield,Middlesex,"5000 Hadley Center Dr, South Plainfield, NJ 07080-1135",07080-1135,NJ,1929,South Plainfield,419,495,400,7685241,1895004,3208267,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",40.57,-74.41
861,2331 Route 66,,Ocean,Monmouth,"2331 Route 66, Ocean, NJ 07712-3961",07712-3961,NJ,1378,Ocean Township,450,495,400,6909443,2403266,3018450,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",40.25,-74.05
862,620 George Washington Hwy,,Lincoln,Providence,"620 George Washington Hwy, Lincoln, RI 02865-4216",02865-4216,RI,2073,Lincoln,470,497,400,6144399,2034177,2904810,"['CVS pharmacy', 'Cafe-Pizza', 'Mobile Kiosk', 'Starbucks']",41.92,-71.44
863,529 Lincoln St,,Worcester,Worcester,"529 Lincoln St, Worcester, MA 01605-1905",01605-1905,MA,1348,Worcester,468,497,400,7687240,1372370,3632230,"['CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks']",42.29,-71.8
864,200 Promenade Blvd,,Bridgewater,Somerset,"200 Promenade Blvd, Bridgewater, NJ 08807-3456",08807-3456,NJ,1224,Bridgewater,419,495,400,8667115,1141368,2352687,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks']",40.59,-74.62
865,400 Ryders Ln,,Milltown,Middlesex,"400 Ryders Ln, Milltown, NJ 08850-1700",08850-1700,NJ,1152,Milltown,419,495,400,6567807,2190635,2956145,"['Accepts WIC', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab']",40.45,-74.44
866,625 3rd Ave Ext,,Rensselaer,Rensselaer,"625 3rd Ave Ext, Rensselaer, NY 12144-5618",12144-5618,NY,1796,East Greenbush,438,498,400,7336252,1731016,3433113,"['Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab']",42.64,-73.74
867,79 Commerce Way,,Seekonk,Bristol,"79 Commerce Way, Seekonk, MA 02771-5816",02771-5816,MA,1374,Seekonk,428,497,400,8218321,1495860,2369735,"['CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks']",41.84,-71.32
868,68 US Highway 46 W,,Hackettstown,Morris,"68 US Highway 46 W, Hackettstown, NJ 07840-4978",07840-4978,NJ,2446,Washington Twp,461,493,400,6037603,2385046,3611578,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",40.87,-74.84
869,55 US Hwy 9,,Manalapan,Monmouth,"55 US Hwy 9, Manalapan, NJ 07726-3018",07726-3018,NJ,1184,Manalapan,450,495,400,7281221,1546682,3974824,"['CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab']",40.28,-74.35
870,101 Grand Ave,,North Brunswick,Middlesex,"101 Grand Ave, North Brunswick, NJ 08902-1056",08902-1056,NJ,2853,North Brunswick,450,495,400,8572542,1930129,3609273,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks']",40.44,-74.48
871,330 Turnpike Rd,,Westborough,Worcester,"330 Turnpike Rd, Westborough, MA 01581-2813",01581-2813,MA,1496,Westborough,468,497,400,5217796,1639259,2670463,"['Accepts WIC', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",42.27,-71.61
872,1205 S Washington St,,North Attleboro,Bristol,"1205 S Washington St, North Attleboro, MA 02760-6251",02760-6251,MA,1190,North Attleborough,470,497,400,5729449,2105332,3350752,"['Accepts WIC', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",41.97,-71.32
873,250 Fortune Blvd,,Milford,Worcester,"250 Fortune Blvd, Milford, MA 01757-1743",01757-1743,MA,1281,Milford,468,497,400,7758542,2161641,2894851,"['CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks']",42.15,-71.52
874,579 GAR Hwy,Ste 5,Swansea,Bristol,"579 GAR Hwy, Swansea, MA 02777-4587",02777-4587,MA,2607,Swansea,428,497,400,8026902,1954370,2554041,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",41.76,-71.23
875,1440 Central Ave,,Colonie,Albany,"1440 Central Ave, Colonie, NY 12205-5118",12205-5118,NY,1268,Colonie Northway,438,498,400,6180819,2195931,3388254,"['Accepts WIC', 'Beer Available', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks']",42.72,-73.83
876,4196 US Highway 1,,Monmouth Junction,Middlesex,"4196 US Highway 1, Monmouth Junction, NJ 08852-1904",08852-1904,NJ,2256,South Brunswick,450,495,400,6163333,1510322,3774142,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Photo Lab', 'Starbucks']",40.39,-74.54
877,91 Taunton St,,Plainville,Norfolk,"91 Taunton St, Plainville, MA 02762-1207",02762-1207,MA,1930,Plainville,470,497,400,6709047,1732030,3121433,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",42.02,-71.33
878,4955 US Highway 9,,Howell,Monmouth,"4955 US Highway 9, Howell, NJ 07731-3750",07731-3750,NJ,1823,Howell Township,450,495,400,7018486,1301102,3832542,"['Accepts WIC', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab']",40.15,-74.19
879,423 Donald Lynch Blvd,,Marlborough,Middlesex,"423 Donald Lynch Blvd, Marlborough, MA 01752-4709",01752-4709,MA,1516,Marlborough,468,497,400,5652356,1284498,2760622,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",42.35,-71.55
880,675 Troy Schenectady Rd,,Latham,Albany,"675 Troy Schenectady Rd, Latham, NY 12110-2459",12110-2459,NY,1915,Latham,438,498,400,8986249,1590225,3445611,"['Accepts WIC', 'Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",42.75,-73.78
881,570 Route 70,,Brick,Ocean,"570 Route 70, Brick, NJ 08723-4014",08723-4014,NJ,1153,Brick,450,495,400,6694477,1805226,3754560,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",40.05,-74.11
882,70 Princeton Hightstown Rd,,East Windsor,Mercer,"70 Princeton Hightstown Rd, East Windsor, NJ 08520-1933",08520-1933,NJ,1345,East Windsor,450,495,400,6674711,2338407,2249594,"['Accepts WIC', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab']",40.25,-74.54
883,605 Boston Post Rd E,,Marlborough,Middlesex,"605 Boston Post Rd E, Marlborough, MA 01752-3702",01752-3702,MA,2570,Marlborough East,468,497,400,6663786,1115660,3423234,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",42.35,-71.55
884,428 Balltown Rd,,Schenectady,Schenectady,"428 Balltown Rd, Schenectady, NY 12304-2245",12304-2245,NY,1521,Niskayuna,438,498,400,6075738,2061615,3231548,"['Accepts WIC', 'Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk']",42.78,-73.9
885,86 Orchard Hill Park Dr,,Leominster,Worcester,"86 Orchard Hill Park Dr, Leominster, MA 01453-7020",01453-7020,MA,1965,Leominster,468,497,400,8332919,2477528,2075194,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",42.52,-71.77
886,400 Cochituate Rd,,Framingham,Middlesex,"400 Cochituate Rd, Framingham, MA 01701-4655",01701-4655,MA,1308,Framingham,470,497,400,5520095,1410507,2410831,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks']",42.32,-71.43
887,479 State Rd,,North Dartmouth,Bristol,"479 State Rd, North Dartmouth, MA 02747-4309",02747-4309,MA,2167,North Dartmouth,428,497,400,5698767,1687594,3705973,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",41.7,-71.0
888,1331 Hooper Ave,,Toms River,Ocean,"1331 Hooper Ave, Toms River, NJ 08753-2822",08753-2822,NJ,1154,Toms River,450,495,400,6301659,2418842,2128636,"['Accepts WIC', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab']",39.99,-74.16
889,81 Taunton Depot Dr,,Taunton,Bristol,"81 Taunton Depot Dr, Taunton, MA 02780-6915",02780-6915,MA,1189,Taunton,428,497,400,8308490,2393997,3972959,"['Accepts WIC', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",41.91,-71.12
890,500 Nassau Park Blvd,,Princeton,Mercer,"500 Nassau Park Blvd, Princeton, NJ 08540-5991",08540-5991,NJ,1151,Princeton,450,495,400,6261360,2033329,3021789,"['Accepts WIC', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab']",40.4,-74.7
891,41 Robert Dr,,South Easton,Bristol,"41 Robert Dr, South Easton, MA 02375-1352",02375-1352,MA,2267,Easton,470,497,400,7127528,1098435,3906138,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",42.02,-71.11
892,26 Crossing Blvd,,Clifton Park,Saratoga,"26 Crossing Blvd, Clifton Park, NY 12065-4180",12065-4180,NY,1477,Clifton Park,438,498,400,6925763,1393496,3817076,"['Accepts WIC', 'Beer Available', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",42.85,-73.79
893,204 Saratoga Rd,,Schenectady,Schenectady,"204 Saratoga Rd, Schenectady, NY 12302-4509",12302-4509,NY,2805,Glenville,438,498,400,7251386,1053996,3933907,"['Accepts WIC', 'Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",42.88,-73.99
894,155 Pocono Commons,,Stroudsburg,Monroe,"155 Pocono Commons, Stroudsburg, PA 18360-8170",18360-8170,PA,1260,Stroudsburg,461,493,400,6135891,1429159,2876993,"['CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Optical']",41.0,-75.3
895,221 University Ave,,Westwood,Norfolk,"221 University Ave, Westwood, MA 02090-2333",02090-2333,MA,2649,Westwood,429,497,400,8384640,1195179,2166873,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks']",42.22,-71.2
896,46 Ash Brook Rd,,Keene,Cheshire,"46 Ash Brook Rd, Keene, NH 03431-5918",03431-5918,NH,2120,Keene,447,497,400,8487077,1522175,2068856,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine & Beer Available']",43.0,-72.3
897,1204 New Brunswick Ave,,Phillipsburg,Warren,"1204 New Brunswick Ave, Phillipsburg, NJ 08865-4124",08865-4124,NJ,1464,Greenwich Township,461,493,400,8559952,1078521,2225737,"['Accepts WIC', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",40.7,-75.1
898,1 Hawes Way,,Stoughton,Norfolk,"1 Hawes Way, Stoughton, MA 02072-1162",02072-1162,MA,2258,Stoughton,429,497,400,8382817,2345650,2334427,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks']",42.12,-71.1
899,4165 Washington St,,Roslindale,Suffolk,"4165 Washington St, Roslindale, MA 02131-1733",02131-1733,MA,3223,Boston Roslindale,429,497,400,5612594,2286119,2688504,"['CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk']",42.28,-71.12
900,550 Arsenal St,,Watertown,Middlesex,"550 Arsenal St, Watertown, MA 02472-2853",02472-2853,MA,1442,Watertown,429,497,400,7006761,1056127,3180192,"['Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",42.37,-71.18
901,250 Granite St,Ste 121,Braintree,Norfolk,"250 Granite St, Braintree, MA 02184-2813",02184-2813,MA,2693,Braintree,429,497,400,7854782,2481703,3591979,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",42.2,-71.01
902,860 COMMONWEALTH AVE,,Boston,Norfolk,"860 COMMONWEALTH AVE, Boston, MA 02215-1205",02215-1205,MA,3226,Boston Packards Corner,429,497,400,5748777,2068526,3042206,"['Fresh Grocery', 'Mobile Kiosk']",42.34,-71.1
903,385 Centre Ave,,Abington,Plymouth,"385 Centre Ave, Abington, MA 02351-2209",02351-2209,MA,2173,Abington,470,497,400,6057478,2468654,2591107,"['CVS pharmacy', 'Cafe-Pizza', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",42.12,-70.96
904,1341 BOYLSTON ST,,Boston,Suffolk,"1341 BOYLSTON ST, Boston, MA 02215-3936",02215-3936,MA,2822,Boston Fenway,429,497,400,5884327,1453847,3912593,"['CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Sun Boutique', 'Wine, Beer, & Spirits Available']",42.34,-71.1
905,3835 Dryland Way,,Easton,Northampton,"3835 Dryland Way, Easton, PA 18045-8208",18045-8208,PA,2536,Lower Nazareth,461,493,400,8433895,1171191,2096173,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",40.7,-75.28
906,564 Massachusetts Ave,,Cambridge,Middlesex,"564 Massachusetts Ave, Cambridge, MA 02139-4029",02139-4029,MA,3222,Cambridge Central Square,429,497,400,6344723,1781036,3957331,"['Fresh Grocery', 'Mobile Kiosk']",42.36,-71.1
907,7 Allstate Rd,,Dorchester,Suffolk,"7 Allstate Rd, Dorchester, MA 02125-1663",02125-1663,MA,1898,Boston South Bay,429,497,400,6118015,2344120,1973022,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'In-Store Apple Store', 'Mobile Kiosk', 'Optical', 'Starbucks']",42.32,-71.0
908,2331 E Lincoln Hwy,,Langhorne,Bucks,"2331 E Lincoln Hwy, Langhorne, PA 19047-1812",19047-1812,PA,1135,Oxford Valley,462,493,400,6048937,2239177,3689323,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",40.18,-74.89
909,2421 Cranberry Hwy,Ste 110,Wareham,Plymouth,"2421 Cranberry Hwy, Wareham, MA 02571-5022",02571-5022,MA,2292,Wareham,428,497,400,6685524,2349326,3068669,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",41.8,-70.7
910,180 Somerville Ave,,Somerville,Middlesex,"180 Somerville Ave, Somerville, MA 02143-3405",02143-3405,MA,1441,Somerville,429,497,400,8050952,1068308,3609521,"['Beauty Concierge', 'CVS pharmacy', 'Mobile Kiosk', 'Starbucks']",42.38,-71.1
911,100 Amsterdam Commons,,Amsterdam,Montgomery,"100 Amsterdam Commons, Amsterdam, NY 12010-7565",12010-7565,NY,2461,Amsterdam,438,498,400,6082271,2248141,2983202,"['Accepts WIC', 'Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",42.9,-74.2
912,3031 Route 50,,Saratoga Springs,Saratoga,"3031 Route 50, Saratoga Springs, NY 12866-2926",12866-2926,NY,1271,Saratoga Springs,438,498,400,6064526,1368973,2078834,"['Accepts WIC', 'Beer Available', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks']",43.1,-73.8
913,310 Daniel Webster Hwy,,Nashua,Hillsborough,"310 Daniel Webster Hwy, Nashua, NH 03060-5730",03060-5730,NH,1228,Nashua,468,497,400,7090128,1649736,2056898,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Wine & Beer Available']",42.73,-71.46
914,1 Mystic View Rd,,Everett,Middlesex,"1 Mystic View Rd, Everett, MA 02149-2428",02149-2428,MA,1229,Everett,452,497,400,7210388,1272286,2377478,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine & Beer Available']",42.41,-71.05
915,181 Plain St,,Lowell,Middlesex,"181 Plain St, Lowell, MA 01852-5132",01852-5132,MA,2480,Lowell,470,497,400,7140972,2470638,3771768,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",42.63,-71.3
916,1167 Washington St,,Hanover,Plymouth,"1167 Washington St, Hanover, MA 02339-1643",02339-1643,MA,2532,Hanover,428,497,400,7702213,1512822,3774883,"['Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",42.12,-70.85
917,600 Amherst St,,Nashua,Hillsborough,"600 Amherst St, Nashua, NH 03063-1002",03063-1002,NH,1532,Nashua NW,468,497,400,5658497,1012335,3874432,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Wine & Beer Available']",42.77,-71.53
918,2703 Route 541,,Burlington,Burlington,"2703 Route 541, Burlington, NJ 08016-4175",08016-4175,NJ,1158,Burlington,422,495,400,6483815,1428281,3219655,"['Accepts WIC', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",40.07,-74.84
919,101 Commerce Way,,Woburn,Middlesex,"101 Commerce Way, Woburn, MA 01801-1007",01801-1007,MA,1266,Woburn,452,497,400,8653796,1439451,2658951,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks']",42.49,-71.16
920,113 Main St,,Stoneham,Middlesex,"113 Main St, Stoneham, MA 02180-3305",02180-3305,MA,3253,Stoneham Redstone,452,497,400,5185137,2230319,1059846,"['CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",42.47,-71.1
921,800 Rock Hill Dr,,Bensalem,Bucks,"800 Rock Hill Dr, Bensalem, PA 19020-1628",19020-1628,PA,1183,Neshaminy,462,493,400,5067653,1580919,2669926,"['Accepts WIC', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab']",40.1,-74.94
922,101 Independence Mall Way,,Kingston,Plymouth,"101 Independence Mall Way, Kingston, MA 02364-3048",02364-3048,MA,1495,Kingston,428,497,400,8488878,1199719,3120395,"['CVS pharmacy', 'CafÈ', 'Mobile Kiosk']",41.98,-70.75
923,36 Furlong Dr,,Revere,Suffolk,"36 Furlong Dr, Revere, MA 02151-4006",02151-4006,MA,1942,Revere,452,497,400,8520978,1406404,2795985,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",42.42,-71.0
924,209 Stafford Park Blvd,,Manahawkin,Ocean,"209 Stafford Park Blvd, Manahawkin, NJ 08050-2734",08050-2734,NJ,2392,Stafford Township,450,495,400,8788685,1698725,2198641,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",39.7,-74.3
925,210 Ballardvale St,,Wilmington,Middlesex,"210 Ballardvale St, Wilmington, MA 01887-1045",01887-1045,MA,2729,Wilmington,470,497,400,7894038,2166149,2375708,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",42.57,-71.17
926,400 Lynn Fells Pkwy,,Saugus,Essex,"400 Lynn Fells Pkwy, Saugus, MA 01906-3100",01906-3100,MA,1290,Saugus,452,497,400,6537100,2387724,3328054,"['CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",42.47,-71.01
927,912 Airport Center Dr,,Allentown,Lehigh,"912 Airport Center Dr, Allentown, PA 18109-9385",18109-9385,PA,2399,Hanover Township,461,493,400,5538874,2343077,2540296,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",40.64,-75.44
928,401 Easton Rd,,Warrington,Bucks,"401 Easton Rd, Warrington, PA 18976-2457",18976-2457,PA,1196,Warrington,421,493,400,6898109,1426296,2166414,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",40.25,-75.14
929,11000 Roosevelt Blvd Ste 3,,Philadelphia,Philadelphia,"11000 Roosevelt Blvd Ste 3, Philadelphia, PA 19116-3961",19116-3961,PA,1809,Philadelphia NE,462,493,400,6667277,1710155,3961635,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",40.12,-75.01
930,1140 Commerce Blvd,,Dickson City,Lackawanna,"1140 Commerce Blvd, Dickson City, PA 18519-1688",18519-1688,PA,1474,Dickson City,461,493,400,7039857,1254014,3235360,"['CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Optical']",41.46,-75.63
931,610 N West End Blvd,,Quakertown,Bucks,"610 N West End Blvd, Quakertown, PA 18951-4100",18951-4100,PA,2246,Richland Twp,461,493,400,8104569,2054492,2912477,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",40.5,-75.3
932,4004 Rte 130 N,,Delran,Burlington,"4004 Rte 130 N, Delran, NJ 08075-2414",08075-2414,NJ,2104,Delran,422,495,400,6802932,2301655,3608327,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Photo Lab', 'Starbucks']",40.03,-74.95
